"기준_년분기_코드","행정동_코드","행정동_코드_명","월_평균_소득_금액","소득_구간_코드","지출_총금액","식료품_지출_총금액","의류_신발_지출_총금액","생활용품_지출_총금액","의료비_지출_총금액","교통_지출_총금액","교육_지출_총금액","유흥_지출_총금액","여가_문화_지출_총금액","기타_지출_총금액","음식_지출_총금액"
"20232","11350621","중계1동","4623227","08","4662995000","793287000","71504000","131542000","421629000","68810000","1838159000","6615000","328814000","78749000","923886000"
"20232","11350624","중계4동","3196660","07","6356197000","2361784000","55949000","111770000","927239000","6413000","242694000","198224000","199813000","196860000","2055451000"
"20232","11380552","갈현2동","2539257","06","6462622000","1988813000","252266000","67741000","522989000","58560000","807313000","319045000","486838000","193148000","1765909000"
"20232","11380580","응암1동","2726133","06","6444477000","1176517000","82908000","97941000","1910906000","21435000","576450000","177391000","458645000","403031000","1539253000"
"20232","11380650","수색동","3253972","07","1016786000","201204000","18294000","198605000","98593000","250922000","35238000","6392000","42129000","18527000","146882000"
"20232","11410685","홍은2동","2874442","06","3779563000","1096609000","10681000","20170000","381058000","328630000","534931000","74649000","268090000","47539000","1017206000"
"20232","11440700","망원2동","2912810","06","3856493000","1315185000","64868000","91355000","221417000","163564000","151383000","137654000","376846000","159618000","1174603000"
"20232","11470611","신월7동","2343943","05","2246145000","1078374000","37013000","26462000","127179000","143554000","78342000","71698000","119415000","75821000","488287000"
"20232","11500615","우장산동","4135674","08","7757262000","2965339000","204464000","62497000","1386072000","138012000","946581000","110224000","471285000","421415000","1051373000"
"20232","11530560","구로5동","3213284","07","15803121000","6032999000","191118000","722768000","2712117000","83232000","174661000","496337000","1229899000","833792000","3326198000"
"20232","11530800","항동","3007261","07","1312016000","390750000","12736000","1057000","137186000","261701000","204362000","2494000","26141000","30824000","244765000"
"20232","11590520","노량진2동","2420761","05","5268629000","2357288000","22257000","61073000","395652000","11305000","303351000","170869000","430875000","145664000","1370295000"
"20232","11590605","흑석동","4224946","08","10820992000","1735952000","64873000","39824000","5114328000","239173000","308327000","192323000","404223000","242884000","2479085000"
"20232","11590651","사당5동","3047661","07","885308000","307959000","21537000","16683000","24192000","16608000","83927000","19766000","57553000","31616000","305467000"
"20232","11620585","낙성대동","3225725","07","9377044000","995686000","104489000","23492000","1657310000","271003000","61391000","576550000","371260000","391111000","4924752000"
"20232","11620605","은천동","3063077","07","6349432000","2486531000","110254000","447961000","466619000","354850000","248478000","120639000","271779000","200987000","1641334000"
"20232","11650560","반포1동","5338302","09","8575987000","1078621000","52306000","35214000","3279975000","680568000","444466000","141879000","1275047000","323100000","1264811000"
"20232","11680565","청담동","5010204","09","33755432000","2813672000","3396447000","551406000","9081993000","387359000","394456000","1012897000","4141277000","5680530000","6295395000"
"20232","11710531","거여1동","2789100","06","1889300000","521393000","17121000","32129000","278166000","84370000","105186000","140054000","129840000","109507000","471534000"
"20232","11710561","방이1동","3970520","08","5568508000","595791000","64993000","16946000","811213000","174983000","1868367000","100826000","154498000","221036000","1559855000"
"20232","11710641","문정1동","3568357","07","3829799000","1053692000","166408000","32525000","426055000","111241000","120022000","141351000","687446000","92872000","998187000"
"20232","11740610","천호2동","2749741","06","75813701000","1927940000","264680000","225777000","2662587000","494905000","215045000","800402000","65522698000","593834000","3105833000"
"20232","11740690","둔촌1동","3596734","07","29448000","286000","0","385000","0","0","4724000","0","13496000","3157000","7400000"
"20232","11110515","청운효자동","3780222","08","2922659000","959405000","255365000","57958000","138821000","23633000","57858000","96533000","115859000","77926000","1139301000"
"20232","11140540","회현동","4442451","08","542751555000","27620923000","1291452000","1670437000","3490718000","383341544000","64087000","130995000","103651782000","18762944000","2726673000"
"20232","11140645","청구동","3566241","07","1567573000","378972000","172945000","26691000","111717000","1292000","178419000","29326000","73498000","157533000","437180000"
"20232","11170660","이태원2동","3261019","07","2188447000","526616000","224552000","57836000","64807000","87228000","8021000","145708000","177403000","62833000","833443000"
"20232","11170685","한남동","4381088","08","13392864000","1615947000","1624560000","103935000","902803000","302499000","265537000","563507000","2120489000","863982000","5029605000"
"20232","11170690","서빙고동","4208562","08","2015654000","412145000","26060000","25156000","31932000","157537000","145127000","0","656577000","31495000","529625000"
"20232","11200560","행당1동","3900841","08","7714767000","1130946000","283499000","179687000","1309640000","127941000","502292000","87134000","553581000","842120000","2697927000"
"20232","11215870","구의3동","4010979","08","12254423000","2069536000","618283000","695244000","1246937000","804902000","804198000","128266000","1419942000","2122173000","2344942000"
"20232","11230560","전농1동","3070695","07","6353281000","1662197000","183104000","48640000","1084135000","709847000","194017000","199046000","237316000","229346000","1805633000"
"20232","11230650","장안1동","2863708","06","11876978000","2935739000","263621000","187278000","2324013000","1089036000","230203000","404379000","827492000","456026000","3159191000"
"20232","11230705","청량리동","2860315","06","4743325000","942827000","131314000","72731000","1198428000","658893000","71122000","135603000","243929000","121154000","1167324000"
"20232","11260630","묵2동","2533867","06","3875855000","917676000","150817000","237255000","627302000","250805000","52169000","309671000","280544000","75992000","973624000"
"20232","11260690","신내2동","3060535","07","3852983000","1775668000","58382000","13260000","347677000","42514000","478496000","67697000","170279000","189426000","709584000"
"20232","11290580","돈암1동","3583117","07","1067784000","329366000","17734000","2821000","201106000","5475000","133853000","0","27540000","92561000","257328000"
"20232","11290590","돈암2동","4297592","08","906668000","218970000","18741000","0","88635000","1957000","167744000","4751000","180443000","114255000","111172000"
"20232","11290610","보문동","3162623","07","2696539000","553875000","41707000","27031000","219646000","1000052000","43514000","49224000","129514000","71952000","560024000"
"20232","11290660","길음1동","4462339","08","4947628000","2553964000","82792000","41132000","550345000","3732000","499832000","80804000","213327000","216861000","704839000"
"20232","11305534","삼양동","2473211","06","3374704000","1562243000","31945000","108515000","756781000","231219000","139737000","43108000","99759000","68469000","332928000"
"20232","11305595","번1동","2303972","05","6978684000","978043000","243871000","39064000","1871826000","306017000","242722000","249353000","756743000","542381000","1748664000"
"20232","11320515","창5동","3298026","07","5976294000","1322894000","119423000","80313000","1373006000","207709000","575933000","176046000","407938000","286822000","1426210000"
"20232","11320681","쌍문4동","2968285","06","1974122000","1042099000","31862000","86777000","161746000","0","275121000","4129000","121670000","26936000","223782000"
"20232","11320700","방학2동","2099146","05","2257881000","997318000","44228000","27178000","416356000","164562000","54798000","33967000","55117000","48249000","416108000"
"20232","11320710","방학3동","2962092","06","2192689000","560112000","22966000","5711000","288812000","16616000","113745000","37548000","206893000","134888000","805398000"
"20232","11350670","상계5동","2481440","06","2567636000","1035568000","70723000","37069000","172235000","41437000","119663000","93629000","148515000","121682000","727115000"
"20232","11380632","신사2동","2635300","06","1501009000","820612000","30359000","13524000","111856000","8998000","162105000","9478000","32210000","29988000","281879000"
"20232","11380690","진관동","4070863","08","17208700000","1900961000","2669531000","152692000","6373520000","378299000","756581000","82952000","850294000","860848000","3183022000"
"20232","11410520","천연동","4197718","08","2648751000","1240292000","56891000","10186000","205439000","22623000","129798000","42520000","113412000","41708000","785882000"
"20232","11440600","대흥동","3421062","07","6102949000","1196475000","53093000","100846000","1196877000","27262000","1150354000","130103000","503991000","293614000","1450334000"
"20232","11440660","서교동","3212258","07","60205494000","7249437000","5826700000","925069000","8156999000","156833000","1977516000","5795619000","6659602000","4133218000","19324501000"
"20232","11440740","상암동","4158486","08","16675988000","1929134000","156527000","25454000","1263415000","123285000","2582643000","301155000","5546149000","744789000","4003437000"
"20232","11470570","신월2동","2727225","06","2653470000","1182407000","39647000","37343000","500437000","126766000","132869000","16340000","110212000","71048000","436401000"
"20232","11470680","신정7동","4094404","08","5021674000","1473611000","30442000","22387000","1433256000","474122000","473036000","21416000","155866000","83545000","853993000"
"20232","11500604","가양2동","3065320","07","3257971000","1871782000","35546000","264000","523993000","212275000","19038000","25172000","196567000","107932000","265402000"
"20232","11545620","독산2동","2251577","05","2736525000","1037634000","28736000","28931000","255140000","401022000","67553000","83860000","219551000","48573000","565525000"
"20232","11560670","신길5동","2656511","06","1807739000","227099000","61968000","86517000","59871000","655385000","88728000","18738000","40872000","109346000","459215000"
"20232","11590510","노량진1동","3583099","07","7182482000","2097512000","58251000","76540000","451927000","31769000","981386000","385903000","483559000","315130000","2300505000"
"20232","11590540","상도2동","3826699","08","4540590000","1409930000","55515000","77957000","918143000","95781000","367038000","117199000","234584000","217189000","1047254000"
"20232","11590550","상도3동","2575897","06","4896481000","2579209000","181206000","29863000","388091000","155343000","87264000","83955000","246603000","156891000","988056000"
"20232","11590620","사당1동","2855173","06","8663258000","1368916000","263037000","77666000","1371799000","311639000","155357000","314674000","501009000","468633000","3830528000"
"20232","11650651","양재1동","4173236","08","11763502000","1981288000","252597000","54643000","2508410000","532427000","1048330000","313497000","781340000","780384000","3510586000"
"20232","11680630","대치4동","4101144","08","60333268000","2185421000","435961000","194090000","2418089000","1159589000","5715292000","678109000","1742151000","40551962000","5252604000"
"20232","11710510","풍납1동","3011150","07","1474978000","496297000","14797000","268352000","83635000","19758000","31580000","43051000","63197000","190878000","263433000"
"20232","11710566","오륜동","6095160","09","2885132000","1210195000","95785000","4887000","171701000","22169000","74051000","27079000","512077000","109525000","657663000"
"20232","11710580","송파1동","3129216","07","10616749000","1969786000","149169000","183766000","1883432000","119453000","288753000","269606000","653365000","574560000","4524859000"
"20232","11710590","송파2동","4370970","08","3134569000","713489000","39196000","250232000","347739000","616766000","226120000","32580000","167233000","84926000","656288000"
"20232","11710600","석촌동","2927911","06","11564276000","2938931000","249202000","290722000","2035573000","890498000","517143000","355374000","679616000","536936000","3070281000"
"20232","11710631","가락1동","4973588","09","5515085000","2830633000","69703000","224273000","783524000","4960000","162482000","18033000","270403000","493403000","657671000"
"20232","11710670","잠실2동","6352641","09","3740164000","800557000","152147000","8408000","1121497000","10747000","515933000","1576000","443081000","198408000","487810000"
"20232","11740580","암사2동","3688535","07","2911126000","607663000","24694000","25399000","518416000","143663000","197490000","25622000","263577000","110191000","994411000"
"20232","11740600","천호1동","2473111","06","3006012000","827201000","125805000","86971000","445981000","38964000","213065000","52295000","423082000","147607000","645041000"
"20232","11740700","둔촌2동","3414406","07","4547934000","822597000","79958000","167839000","470155000","854873000","166206000","44986000","374016000","336096000","1231208000"
"20232","11110650","혜화동","3333112","07","10474332000","1867604000","247073000","29921000","1891040000","31930000","242575000","564769000","586588000","529769000","4483063000"
"20232","11110700","숭인1동","2868519","06","761128000","356704000","5394000","4817000","142811000","6099000","18193000","9820000","6240000","51863000","159187000"
"20232","11140570","필동","3033044","07","5796062000","1110469000","19635000","140574000","460658000","180276000","165777000","371052000","522124000","48482000","2777015000"
"20232","11140580","장충동","2895026","06","2426465000","446348000","82257000","28513000","18071000","319322000","186611000","16749000","74515000","68814000","1185265000"
"20232","11140625","다산동","2679845","06","3583611000","827246000","51973000","27475000","645773000","20971000","101687000","127812000","162261000","164325000","1454088000"
"20232","11170555","청파동","2608804","06","3542267000","878515000","37033000","30022000","297181000","102131000","74418000","62783000","272758000","194963000","1592463000"
"20232","11170640","이촌2동","3596083","07","619104000","254242000","21584000","7927000","5597000","178294000","22789000","4432000","4136000","2167000","117936000"
"20232","11200590","금호1가동","4010011","08","1396312000","446124000","14854000","18205000","277883000","12711000","211977000","24700000","102334000","51145000","236379000"
"20232","11200620","금호4가동","4442144","08","3162000000","1287942000","32441000","24779000","593993000","100673000","198281000","53692000","214016000","198093000","458090000"
"20232","11200645","옥수동","4836487","08","3888664000","1409296000","113511000","12680000","563170000","58345000","262651000","50864000","236682000","239915000","941550000"
"20232","11215840","자양3동","4353416","08","5478407000","1489014000","575865000","23815000","554053000","293604000","419743000","27473000","374762000","168005000","1552073000"
"20232","11260590","상봉2동","2575432","06","10394616000","1827992000","245351000","57404000","1336539000","696025000","378250000","747548000","1021356000","617608000","3466543000"
"20232","11260610","중화2동","2253552","05","4211370000","1255951000","64509000","48594000","732713000","58824000","49302000","237069000","368422000","137715000","1258271000"
"20232","11260680","신내1동","2780491","06","5690798000","1826453000","67960000","94296000","774394000","282880000","426010000","125369000","402097000","197255000","1494084000"
"20232","11290760","장위1동","2231978","05","1655800000","593984000","15666000","18237000","92988000","288240000","56898000","67717000","84936000","51111000","386023000"
"20232","11350611","하계1동","3611061","07","7089053000","4104111000","22430000","3325000","760478000","115918000","250126000","22673000","275773000","278988000","1255231000"
"20232","11350612","하계2동","3625940","07","725390000","372252000","11941000","7261000","8953000","2846000","135479000","7607000","18648000","20297000","140106000"
"20232","11350640","상계2동","3122902","07","22010411000","2236581000","559437000","160096000","2757377000","467664000","417546000","1049387000","7735346000","969742000","5657235000"
"20232","11350720","상계10동","3132098","07","1005409000","332491000","43976000","75739000","153287000","13897000","67379000","2290000","87776000","60949000","167625000"
"20232","11380560","구산동","2602334","06","2655163000","895686000","30047000","39976000","610155000","79483000","337814000","28186000","63426000","69983000","500407000"
"20232","11410565","충현동","3210231","07","3668122000","849840000","49034000","36440000","412274000","37099000","84949000","109314000","438428000","158817000","1491927000"
"20232","11410660","홍은1동","3093859","07","1375887000","573131000","23065000","51583000","137446000","13838000","82176000","17285000","91344000","49241000","336778000"
"20232","11410710","북가좌1동","4005416","08","2081428000","533800000","25675000","28828000","524036000","81408000","270120000","10839000","170273000","167988000","268461000"
"20232","11440655","서강동","4339738","08","6325264000","1761017000","284310000","28020000","190313000","281747000","474099000","257080000","541230000","336959000","2170489000"
"20232","11440690","망원1동","2802536","06","7600550000","2365022000","218660000","155860000","615093000","65610000","69284000","273353000","372772000","185661000","3279235000"
"20232","11440710","연남동","2980162","06","8561212000","1834806000","279702000","101210000","124046000","56672000","85481000","459453000","246995000","213117000","5159730000"
"20232","11470510","목1동","5667672","09","25734156000","3710822000","213679000","147412000","4927637000","155411000","2768105000","371437000","7093217000","1659405000","4687031000"
"20232","11470580","신월3동","2152244","05","2614388000","498012000","22141000","6093000","232032000","1292877000","51080000","52923000","45206000","77809000","336215000"
"20232","11470650","신정4동","2609700","06","9811339000","1913417000","260453000","130789000","1951139000","403268000","648433000","439731000","680905000","484995000","2898209000"
"20232","11500510","염창동","4127504","08","6828610000","1629086000","96508000","317895000","593029000","769295000","720893000","100510000","698606000","450732000","1452056000"
"20232","11500530","등촌2동","3352636","07","2354134000","420504000","554857000","60523000","287072000","297400000","61096000","34684000","66725000","42299000","528974000"
"20232","11500535","등촌3동","3403390","07","9564615000","1743006000","40497000","84609000","3268761000","74299000","569685000","150351000","577402000","671815000","2384190000"
"20232","11500540","화곡1동","2485455","06","11586033000","3069019000","317291000","143751000","1820186000","344266000","227064000","1022043000","1056681000","472877000","3112855000"
"20232","11500560","화곡3동","3132782","07","4551751000","863596000","80693000","20449000","992107000","14107000","299326000","223805000","381137000","185290000","1491241000"
"20232","11500611","발산1동","3192517","07","25695086000","4052781000","136219000","165882000","8515246000","5864273000","1495270000","40590000","1326932000","833938000","3263955000"
"20232","11500620","공항동","2896818","06","8368493000","1909546000","128260000","183366000","1199778000","1083436000","163037000","161390000","1408128000","209711000","1921841000"
"20232","11545680","시흥2동","3181421","07","751888000","436074000","26751000","5917000","50511000","0","96329000","11731000","13210000","30912000","80453000"
"20232","11560540","여의동","5590853","09","97668425000","5228687000","704936000","655160000","4531393000","25582444000","736227000","904794000","24141933000","19158229000","16024622000"
"20232","11560650","신길3동","3085442","07","3343561000","1016491000","94074000","158882000","636257000","391961000","129476000","74771000","105450000","84060000","652139000"
"20232","11560680","신길6동","2954616","06","5011846000","1351934000","59916000","33906000","1035748000","512751000","275943000","141435000","228190000","150097000","1221926000"
"20232","11560710","대림2동","2686240","06","4486243000","1282440000","231617000","15255000","439866000","13264000","24352000","233591000","182232000","213641000","1849985000"
"20232","11590560","상도4동","2563258","06","2144025000","803223000","79827000","17766000","212687000","5242000","107520000","68392000","159596000","55226000","634546000"
"20232","11590650","사당4동","2844168","06","2276131000","1249716000","32474000","21159000","242796000","9412000","63618000","20842000","94388000","155351000","386375000"
"20232","11620575","행운동","2889475","06","6368431000","2141640000","257076000","63887000","1232930000","28525000","301144000","224796000","347169000","192906000","1578358000"
"20232","11620695","신림동","2434279","05","9542302000","1867247000","229663000","146681000","1787491000","70424000","65320000","941535000","965796000","602772000","2865373000"
"20232","11650510","서초1동","4769119","08","10909886000","1620132000","410404000","119038000","2592535000","587424000","905932000","203474000","849073000","1199684000","2422190000"
"20232","11680521","논현1동","3277066","07","36995617000","2588061000","471697000","458026000","16651571000","227233000","1710260000","1516305000","5704752000","1574316000","6093396000"
"20232","11680600","대치1동","7421305","10","12029799000","1377918000","41829000","2258000","2048580000","18499000","6380389000","60694000","437910000","474527000","1187195000"
"20232","11680700","세곡동","3885403","08","6157223000","1738877000","65508000","128950000","760780000","885622000","641330000","60445000","359020000","300145000","1216546000"
"20232","11710562","방이2동","2928271","06","17091187000","2253255000","211764000","44726000","3136199000","610731000","970164000","1406949000","1030754000","599438000","6827207000"
"20232","11710610","삼전동","2779980","06","7726600000","1877964000","132384000","264316000","1176828000","232044000","749554000","117473000","818054000","536700000","1821283000"
"20232","11710620","가락본동","3521561","07","9022984000","1347073000","333725000","97371000","1866562000","279915000","159572000","535363000","832092000","365093000","3206218000"
"20232","11710646","장지동","3263464","07","4157706000","1563417000","51336000","24003000","487995000","420962000","389928000","60269000","293730000","107470000","758596000"
"20232","11740540","명일2동","4514278","08","6792177000","1049155000","43080000","4782000","1806879000","27480000","1922191000","46305000","342625000","247950000","1301730000"
"20232","11740650","성내2동","2824592","06","7394653000","1511486000","690307000","115260000","2013298000","156235000","116376000","203772000","369264000","236611000","1982044000"
"20232","11320690","방학1동","2895702","06","9135227000","3879345000","127365000","115944000","819700000","1291677000","226793000","241256000","350240000","297190000","1785717000"
"20232","11620735","대학동","2622408","06","7842360000","3352275000","31018000","13203000","837199000","8620000","259221000","316832000","360424000","239048000","2424520000"
"20232","11290770","장위2동","2411293","05","2237130000","423347000","77816000","124964000","333225000","555273000","43443000","55848000","78128000","93728000","451358000"
"20232","11350625","중계2?3동","2936682","06","10253128000","7094901000","142291000","157910000","600066000","78009000","213123000","124789000","397874000","285755000","1158410000"
"20232","11500570","화곡4동","2423768","05","4602792000","985415000","166022000","251976000","575743000","812758000","105974000","157242000","354574000","171872000","1021216000"
"20232","11530750","개봉2동","3068971","07","3519544000","1037916000","52816000","56640000","712642000","22031000","248815000","124308000","129466000","154810000","980100000"
"20232","11680740","일원2동","4553185","08","1459272000","612760000","17169000","16725000","216448000","116030000","80442000","7521000","114572000","34433000","243172000"
"20232","11110530","사직동","5007768","09","57249742000","1825039000","639859000","12136000","1616724000","1409450000","157236000","395062000","1620532000","43049933000","6523771000"
"20232","11470640","신정3동","3158844","07","5045730000","1701418000","132990000","47932000","1290409000","116170000","485356000","92714000","375333000","147432000","655976000"
"20232","11710540","마천1동","2435636","05","1468567000","747630000","30336000","31122000","195383000","31243000","49612000","31807000","36891000","28521000","286022000"
"20232","11710642","문정2동","4425648","08","23649560000","3243372000","4798583000","1628147000","5104837000","1234701000","237019000","396177000","1190149000","973024000","4843551000"
"20232","11710720","잠실7동","6014516","09","422198000","202135000","17751000","48758000","24634000","528000","39732000","0","58110000","4642000","25908000"
"20232","11740515","강일동","3073250","07","3775640000","1403722000","25565000","29446000","566386000","255022000","472408000","10148000","222188000","106732000","684023000"
"20232","11200790","용답동","2484354","06","8011758000","908085000","89981000","17053000","3741923000","1430496000","49199000","148071000","419611000","117077000","1090262000"
"20232","11230720","휘경1동","2722774","06","3990451000","1295179000","44009000","213821000","559320000","61067000","105302000","72967000","291929000","312488000","1034369000"
"20232","11410690","남가좌1동","4622839","08","3279866000","859221000","91605000","0","1278114000","19663000","81727000","92583000","161509000","141624000","553820000"
"20232","11440565","공덕동","4047702","08","5551434000","1237174000","68537000","247154000","819357000","14446000","234406000","196455000","730789000","294366000","1708750000"
"20232","11470540","목4동","3426858","07","5267194000","2381775000","91945000","75210000","565290000","21757000","550049000","106121000","351811000","141918000","981318000"
"20232","11560515","영등포본동","3286751","07","3991891000","1575764000","77711000","26142000","453179000","352606000","101930000","93833000","242594000","142728000","925404000"
"20232","11710650","잠실본동","3079387","07","18444495000","3259461000","96385000","171888000","4101634000","1521429000","804539000","1153668000","1112369000","600771000","5622351000"
"20232","11110560","평창동","4504006","08","2760845000","841189000","34981000","28987000","245776000","153090000","160566000","29814000","167025000","103356000","996061000"
"20232","11110570","무악동","5136717","09","2518669000","292329000","1026000","963000","1823578000","2570000","82297000","15733000","102918000","28840000","168415000"
"20232","11140635","약수동","3894878","08","2649674000","1042540000","23724000","1715000","441451000","6024000","51314000","63929000","252123000","103015000","663839000"
"20232","11140680","중림동","4435938","08","2951653000","538270000","47674000","41868000","446417000","29618000","56162000","51242000","585598000","58269000","1096535000"
"20232","11170510","후암동","3013677","07","2064425000","779130000","71441000","17253000","76742000","44287000","78999000","28440000","150205000","48936000","768992000"
"20232","11170580","효창동","3523201","07","1054033000","458293000","4145000","13106000","202045000","12548000","90517000","0","70247000","24427000","178705000"
"20232","11170700","보광동","2545653","06","1244128000","413007000","12887000","2640000","157721000","19042000","30184000","73071000","47147000","35464000","452965000"
"20232","11200540","마장동","3021967","07","4851676000","2138203000","10399000","22528000","181646000","842549000","78629000","71358000","116189000","340420000","1049755000"
"20232","11200690","성수2가3동","3358391","07","15174317000","2755975000","1736157000","380916000","1599890000","1476262000","158215000","624065000","928474000","602108000","4912255000"
"20232","11215850","구의1동","2683701","06","4787850000","1016179000","102639000","103630000","597550000","92353000","59868000","360677000","209613000","127354000","2117987000"
"20232","11215860","구의2동","2948328","06","4685204000","1617423000","122238000","28806000","527376000","60827000","168558000","144332000","284721000","246287000","1484636000"
"20232","11230545","제기동","2792227","06","9557269000","4529288000","414513000","117165000","1622007000","669523000","95988000","87030000","368264000","67272000","1586219000"
"20232","11230610","답십리2동","3049260","07","5523379000","1672670000","49999000","56106000","897043000","959952000","152941000","150224000","304269000","266005000","1014170000"
"20232","11230710","회기동","3217279","07","11006920000","1034290000","69876000","9397000","6339612000","2564000","95223000","313678000","449210000","194799000","2498271000"
"20232","11230740","이문1동","3000929","07","4210539000","1105810000","54421000","60696000","418651000","339756000","54984000","174510000","318731000","98243000","1584737000"
"20232","11260550","면목5동","2233073","05","2442953000","317282000","16305000","25508000","92535000","1592446000","47368000","30263000","87905000","23359000","209982000"
"20232","11260660","망우3동","2231082","05","1297373000","418606000","28163000","9391000","172241000","68968000","31929000","19715000","113360000","34573000","400427000"
"20232","11290640","정릉3동","2482564","06","2594034000","1109223000","21877000","26107000","85367000","100024000","31071000","113651000","124939000","53745000","928030000"
"20232","11290725","월곡2동","3138026","07","5913777000","1724777000","129851000","48981000","807099000","541539000","145470000","161756000","367482000","236577000","1750245000"
"20232","11290780","장위3동","3113825","07","1666789000","749486000","25015000","27560000","141483000","138298000","82552000","10481000","98337000","47822000","345755000"
"20232","11305545","송중동","2555447","06","9044169000","1558439000","319286000","461927000","2106578000","330787000","217878000","592943000","369611000","203714000","2883006000"
"20232","11305608","번3동","2548326","06","2217337000","1098080000","83026000","5915000","90327000","236614000","64667000","7437000","98003000","15874000","517394000"
"20232","11305625","수유2동","2577008","06","2300476000","713322000","48851000","47425000","277869000","106993000","80696000","56241000","170210000","70080000","728789000"
"20232","11320514","창4동","3547959","07","3486644000","579726000","56706000","8876000","358294000","662776000","242438000","176519000","163094000","118166000","1120049000"
"20232","11320660","쌍문1동","2440535","05","1906856000","774712000","17632000","55676000","221484000","113985000","48828000","25861000","143494000","36417000","468767000"
"20232","11350560","월계1동","2777397","06","5903264000","1398637000","44355000","7844000","654639000","265170000","135911000","286324000","462207000","278310000","2369867000"
"20232","11350619","중계본동","4197248","08","6298065000","1910042000","59604000","994000","546849000","335087000","1911967000","69456000","303341000","225722000","935003000"
"20232","11350695","상계6?7동","3152836","07","14249867000","1613305000","234616000","89605000","6633046000","10681000","1131341000","494506000","1022571000","1017837000","2002359000"
"20232","11380530","불광2동","2396457","05","4663562000","1559400000","110797000","102321000","807885000","465383000","160713000","69100000","211289000","160229000","1016445000"
"20232","11380551","갈현1동","2481200","06","5526163000","885918000","123539000","8212000","875018000","14244000","159341000","777117000","232055000","250153000","2200566000"
"20232","11380600","응암3동","2360910","05","7158435000","2634122000","295611000","57817000","766473000","346450000","158555000","532256000","191536000","194893000","1980722000"
"20232","11380625","역촌동","2521877","06","7573632000","2325778000","451150000","176561000","1237795000","223585000","383783000","233182000","325129000","342999000","1873670000"
"20232","11380631","신사1동","2637581","06","4517457000","1192056000","81374000","46041000","474926000","704958000","113674000","183576000","260234000","236504000","1224114000"
"20232","11410555","북아현동","4172659","08","2437622000","1086180000","59891000","165255000","272728000","15533000","117653000","28472000","120542000","157818000","413550000"
"20232","11410655","홍제2동","3664523","07","1727396000","322310000","104716000","2375000","333119000","328328000","62184000","17596000","77674000","46008000","433086000"
"20232","11440680","합정동","3195027","07","10356187000","2090833000","427463000","289202000","900246000","120024000","103174000","572298000","744307000","560290000","4548350000"
"20232","11470590","신월4동","2639083","06","2735254000","456713000","37817000","14800000","367685000","583271000","154417000","142670000","52155000","74360000","851366000"
"20232","11470620","신정1동","5046256","09","4611555000","1011729000","149756000","339470000","571190000","490869000","388235000","184398000","184097000","143796000","1148015000"
"20232","11500593","화곡8동","2473381","06","4581142000","1804679000","170615000","53762000","458803000","5162000","140845000","168068000","181885000","231210000","1366113000"
"20232","11500630","방화1동","3407916","07","7228818000","2029525000","105261000","80771000","1110135000","505820000","689950000","151282000","493490000","318710000","1743874000"
"20232","11530550","구로4동","2617060","06","5707839000","1957547000","321572000","98735000","755294000","75633000","150084000","243253000","442705000","153254000","1509762000"
"20232","11530740","개봉1동","2805757","06","4747989000","2014383000","77141000","114507000","577668000","261356000","143354000","108110000","196437000","252382000","1002651000"
"20232","11530760","개봉3동","2512790","06","3053103000","1609085000","96013000","83301000","219787000","163646000","65680000","67303000","95900000","91178000","561210000"
"20232","11545610","독산1동","3000453","07","9550870000","2906642000","121811000","246716000","2124707000","887309000","300102000","277595000","507152000","355094000","1823742000"
"20232","11545640","독산4동","2255044","05","2218057000","395070000","13212000","68950000","375125000","193413000","40200000","213053000","144573000","97360000","677101000"
"20232","11560690","신길7동","3616070","07","3820074000","909418000","7853000","18105000","241544000","207109000","167354000","12305000","1704232000","68807000","483347000"
"20232","11560700","대림1동","2582442","06","4896511000","1899461000","56419000","106986000","1754405000","16235000","68167000","57109000","168423000","57787000","711519000"
"20232","11560720","대림3동","2907933","06","7804519000","1135401000","63863000","176531000","2018918000","1820436000","110216000","275826000","316870000","135163000","1751295000"
"20232","11620565","성현동","3455108","07","1507285000","581862000","37058000","10218000","154416000","71369000","280514000","24144000","113075000","37961000","196668000"
"20232","11620615","중앙동","2633493","06","5991806000","1837582000","106580000","98032000","1262915000","37934000","506407000","183080000","314236000","218620000","1426420000"
"20232","11620645","서원동","2412001","05","12699522000","1708457000","1055037000","95561000","2673281000","49940000","207329000","1123004000","1029844000","558388000","4198681000"
"20232","11620715","난향동","3262195","07","817846000","434421000","6075000","0","45159000","0","70525000","40141000","53577000","25601000","142347000"
"20232","11620725","조원동","2523192","06","5621896000","1017290000","89578000","101796000","914348000","75553000","61978000","534840000","353224000","562636000","1910653000"
"20232","11650520","서초2동","5196131","09","185871145000","1620653000","49081000","258905000","6139454000","120133000","1137007000","267806000","2213525000","170111972000","3952609000"
"20232","11650581","반포4동","5280483","09","29883276000","2710602000","1918301000","140301000","12568292000","815524000","2475763000","217095000","1579818000","1052269000","6405311000"
"20232","11650590","방배본동","4856162","08","17042650000","1011968000","150706000","115233000","1004953000","544964000","517074000","92132000","393529000","11927541000","1284550000"
"20232","11650621","방배4동","4557937","08","6347535000","801912000","151429000","91837000","1868426000","164677000","545896000","86843000","689826000","460728000","1485961000"
"20232","11680590","삼성2동","5055114","09","16597493000","2811461000","1366111000","821669000","2486321000","348738000","3676733000","349140000","1346612000","769432000","2621276000"
