"학교종류명","설립구분","표준학교코드","학교명","영문학교명","관할조직명","도로명우편번호","도로명주소","도로명상세주소","전화번호","홈페이지주소","팩스번호","남녀공학구분명","고등학교구분명","산업체특별학급존재여부","고등학교일반실업구분명","특수목적고등학교계열명","입시전후기구분명","주야구분명","설립일자","개교기념일","시도교육청코드","시도교육청명","소재지명","주야과정","계열명","학과명","적재일시"
"고등학교","사립","7010202","숭문고등학교","Soongmoon High School","서울특별시교육청","04126","서울특별시 마포구 숭문길 99","(대흥동)","02-716-2980","http://soongmoon.sen.hs.kr","02-711-2980","남","자율고","N","일반계","","전기","주간","19460828","19460828","B10","서울특별시교육청","서울특별시","주간","일반계","인문사회과정","20230615000000"
"고등학교","사립","7010202","숭문고등학교","Soongmoon High School","서울특별시교육청","04126","서울특별시 마포구 숭문길 99","(대흥동)","02-716-2980","http://soongmoon.sen.hs.kr","02-711-2980","남","자율고","N","일반계","","전기","주간","19460828","19460828","B10","서울특별시교육청","서울특별시","주간","일반계","공통과정","20230615000000"
"고등학교","사립","7010202","숭문고등학교","Soongmoon High School","서울특별시교육청","04126","서울특별시 마포구 숭문길 99","(대흥동)","02-716-2980","http://soongmoon.sen.hs.kr","02-711-2980","남","자율고","N","일반계","","전기","주간","19460828","19460828","B10","서울특별시교육청","서울특별시","주간","일반계","자연과정","20230615000000"
"고등학교","사립","7010202","숭문고등학교","Soongmoon High School","서울특별시교육청","04126","서울특별시 마포구 숭문길 99","(대흥동)","02-716-2980","http://soongmoon.sen.hs.kr","02-711-2980","남","자율고","N","일반계","","전기","주간","19460828","19460828","B10","서울특별시교육청","서울특별시","주간","일반계","일반학과","20230615000000"
"고등학교","사립","7010132","광성고등학교","Kwangsung High School","서울특별시교육청","04097","서울특별시 마포구 신수로8길 20","(신수동)","02-703-3457","http://kwangsung.sen.hs.kr","02-711-7397","남","일반고","N","일반계","","후기","주간","18940406","18940406","B10","서울특별시교육청","서울특별시","주간","일반계","일반학과","20230615000000"
"고등학교","사립","7010132","광성고등학교","Kwangsung High School","서울특별시교육청","04097","서울특별시 마포구 신수로8길 20","(신수동)","02-703-3457","http://kwangsung.sen.hs.kr","02-711-7397","남","일반고","N","일반계","","후기","주간","18940406","18940406","B10","서울특별시교육청","서울특별시","주간","일반계","직업과정","20230615000000"
"고등학교","사립","7010132","광성고등학교","Kwangsung High School","서울특별시교육청","04097","서울특별시 마포구 신수로8길 20","(신수동)","02-703-3457","http://kwangsung.sen.hs.kr","02-711-7397","남","일반고","N","일반계","","후기","주간","18940406","18940406","B10","서울특별시교육청","서울특별시","주간","일반계","공통과정","20230615000000"
"고등학교","사립","7010132","광성고등학교","Kwangsung High School","서울특별시교육청","04097","서울특별시 마포구 신수로8길 20","(신수동)","02-703-3457","http://kwangsung.sen.hs.kr","02-711-7397","남","일반고","N","일반계","","후기","주간","18940406","18940406","B10","서울특별시교육청","서울특별시","주간","일반계","인문사회과정","20230615000000"
"고등학교","사립","7010132","광성고등학교","Kwangsung High School","서울특별시교육청","04097","서울특별시 마포구 신수로8길 20","(신수동)","02-703-3457","http://kwangsung.sen.hs.kr","02-711-7397","남","일반고","N","일반계","","후기","주간","18940406","18940406","B10","서울특별시교육청","서울특별시","주간","일반계","자연과정","20230615000000"
"고등학교","사립","7010124","경성고등학교","Gyeongseong High School","서울특별시교육청","03977","서울특별시 마포구 성미산로 111","/ 경성고등학교 (연남동)","02-3140-1168","http://www.gyeongseong.hs.kr","02-334-7533","남","일반고","N","일반계","","후기","주간","19671229","19671023","B10","서울특별시교육청","서울특별시","주간","일반계","인문사회과정","20230615000000"
"고등학교","사립","7010124","경성고등학교","Gyeongseong High School","서울특별시교육청","03977","서울특별시 마포구 성미산로 111","/ 경성고등학교 (연남동)","02-3140-1168","http://www.gyeongseong.hs.kr","02-334-7533","남","일반고","N","일반계","","후기","주간","19671229","19671023","B10","서울특별시교육청","서울특별시","주간","일반계","공통과정","20230615000000"
"고등학교","사립","7010124","경성고등학교","Gyeongseong High School","서울특별시교육청","03977","서울특별시 마포구 성미산로 111","/ 경성고등학교 (연남동)","02-3140-1168","http://www.gyeongseong.hs.kr","02-334-7533","남","일반고","N","일반계","","후기","주간","19671229","19671023","B10","서울특별시교육청","서울특별시","주간","일반계","자연과정","20230615000000"
"고등학교","사립","7010124","경성고등학교","Gyeongseong High School","서울특별시교육청","03977","서울특별시 마포구 성미산로 111","/ 경성고등학교 (연남동)","02-3140-1168","http://www.gyeongseong.hs.kr","02-334-7533","남","일반고","N","일반계","","후기","주간","19671229","19671023","B10","서울특별시교육청","서울특별시","주간","일반계","일반학과","20230615000000"
"고등학교","공립","7010085","서울여자고등학교","Seoul Girls` High School","서울특별시교육청","04140","서울특별시 마포구 백범로25길 34","/ 서울여자고등학교 (염리동)","02-703-2211","http://seoulgs.sen.hs.kr","02-711-5667","여","자율고","N","일반계","","후기","주간","19580415","19580415","B10","서울특별시교육청","서울특별시","주간","일반계","인문사회과정(여)","20230615000000"
"고등학교","공립","7010085","서울여자고등학교","Seoul Girls` High School","서울특별시교육청","04140","서울특별시 마포구 백범로25길 34","/ 서울여자고등학교 (염리동)","02-703-2211","http://seoulgs.sen.hs.kr","02-711-5667","여","자율고","N","일반계","","후기","주간","19580415","19580415","B10","서울특별시교육청","서울특별시","주간","일반계","일반학과","20230615000000"
"고등학교","공립","7010085","서울여자고등학교","Seoul Girls` High School","서울특별시교육청","04140","서울특별시 마포구 백범로25길 34","/ 서울여자고등학교 (염리동)","02-703-2211","http://seoulgs.sen.hs.kr","02-711-5667","여","자율고","N","일반계","","후기","주간","19580415","19580415","B10","서울특별시교육청","서울특별시","주간","일반계","자연과정(여)","20230615000000"
"고등학교","공립","7010085","서울여자고등학교","Seoul Girls` High School","서울특별시교육청","04140","서울특별시 마포구 백범로25길 34","/ 서울여자고등학교 (염리동)","02-703-2211","http://seoulgs.sen.hs.kr","02-711-5667","여","자율고","N","일반계","","후기","주간","19580415","19580415","B10","서울특별시교육청","서울특별시","주간","일반계","공통과정","20230615000000"
"고등학교","공립","7010085","서울여자고등학교","Seoul Girls` High School","서울특별시교육청","04140","서울특별시 마포구 백범로25길 34","/ 서울여자고등학교 (염리동)","02-703-2211","http://seoulgs.sen.hs.kr","02-711-5667","여","자율고","N","일반계","","후기","주간","19580415","19580415","B10","서울특별시교육청","서울특별시","주간","일반계","공통과정(여)","20230615000000"
"특수학교","국립","1342102","한국우진학교","Hanguk Woojin School","교육부","03934","서울특별시 마포구 월드컵북로38길 21","/ 한국우진학교 (중동)","02-6388-5800","http://woojin.sen.sc.kr","02-6388-5999","남여공학","","N","해당없음","","전기","주간","20000301","20000306","B10","서울특별시교육청","서울특별시","","","","20230709000000"
